,actor_account_id,churn_yn,survival_time,event_num,enterworld_num,levelup_num,joinparty_num,spendmoney_num,duel_num,duel_kd,partybattle_num,completechallengetoday_num,completechallengeweek_num,itemupgrade_successrate,trade_num,buyitemnowmainauction_num,guildlevelup_num,level_min,level_max,class,longest_time_between_events,faction1,faction2,targetaccountid_num,sessions_num,masteryexp,duelpoints_max,partybattlepoints_max,duel_rating_score_max,money_max,gathering_num,has_smurf_yn,average_money_spent_per_session,duels_per_session,partybattles_per_session,average_time_between_events,average_time_between_logins,reason_getmoney,reason_spendmoney
2856,B3DF5CF4,0.00,256,5399.00,104.00,0.00,19.00,56.00,64.00,0.94,0.00,0.00,0.00,0.00,6.00,1.00,0.00,50.00,50.00,2.00,426313.68,1.00,0.00,68.00,87.00,168515150.00,7069.00,0.00,157221.00,17400398.00,0.00,0.00,15296.32,0.62,0.00,372.66,19293.84,101.00,560.00
2857,B3E038E7,0.00,155,61477.00,432.00,54.00,266.00,1504.00,0.00,0.00,0.00,34.00,0.00,0.00,4.00,89.00,0.00,8.00,50.00,3.00,165586.20,1.00,0.00,30.00,335.00,38870227.00,0.00,0.00,0.00,256993475.00,2.00,1.00,1435345.10,0.00,0.00,53.52,7615.70,101.00,560.00
2858,B3F1F152,0.00,268+,79801.00,361.00,39.00,270.00,2021.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,146.00,1.00,7.00,50.00,7.00,93279.72,2.00,0.00,383.00,276.00,111478055.00,213.00,0.00,140335.00,349867003.00,36.00,1.00,4079753.56,0.01,0.00,42.73,9360.87,101.00,557.00
2859,B3FF441D,0.00,71,58951.00,211.00,60.00,171.00,794.00,3.00,0.50,0.00,13.00,0.00,0.00,6.00,43.00,0.00,1.00,50.00,9.00,195048.04,1.00,0.00,64.00,130.00,13189099.00,0.00,0.00,130000.00,17176095.00,0.00,0.00,311801.05,0.01,0.00,36.34,10131.94,101.00,506.00
2860,B40CD4F2,0.00,88,63525.00,183.00,97.00,222.00,1939.00,15.00,1.50,0.00,8.00,0.00,0.00,9.00,130.00,0.00,1.00,50.00,9.00,266407.24,2.00,0.00,57.00,152.00,45092772.00,7092.00,0.00,148465.00,209466048.00,111.00,1.00,2395915.39,0.08,0.00,53.43,18544.57,101.00,506.00
2861,B4364D57,0.00,273+,44454.00,136.00,0.00,89.00,713.00,12.00,3.00,0.00,6.00,0.00,157.00,13.00,64.00,0.00,37.00,50.00,6.00,933802.19,2.00,0.00,48.00,114.00,50086863.00,1593.00,0.00,155392.00,15429040.00,15.00,1.00,840730.18,0.09,0.00,77.90,24847.08,101.00,560.00
2862,B444DD38,1.00,23,7176.00,44.00,3.00,23.00,249.00,0.00,0.00,9.00,1.00,0.00,0.00,2.00,12.00,0.00,45.00,50.00,1.00,760413.93,2.00,0.00,36.00,36.00,10484621.00,0.00,886.00,0.00,9286245.00,0.00,1.00,531821.66,0.00,0.20,291.03,47463.28,101.00,522.00
2863,B445FEED,0.00,273+,61975.00,824.00,1.00,522.00,2752.00,407.00,1.38,626.00,20.00,0.00,14.68,32.00,316.00,0.00,1.00,50.00,7.00,130486.41,2.00,0.00,671.00,682.00,128331193.00,30000.00,26172.00,169637.00,984900051.00,0.00,1.00,1691501.26,0.49,0.76,55.76,4168.82,101.00,557.00
2864,B449B19C,0.00,116,121974.00,334.00,181.00,148.00,3063.00,17.00,1.83,14.00,7.00,0.00,106.00,16.00,313.00,0.00,1.00,50.00,8.00,156318.38,1.00,0.00,49.00,283.00,19185617.00,1145.00,612.00,148682.00,422351818.00,0.00,1.00,5426672.26,0.05,0.04,21.28,7735.39,101.00,522.00
2865,B45E24EE,0.00,273+,39913.00,543.00,0.00,432.00,2324.00,0.00,0.00,614.00,0.00,0.00,0.00,188.00,40.00,0.00,45.00,50.00,9.00,92763.80,2.00,0.00,645.00,511.00,159130260.00,0.00,25964.00,0.00,4014130784.00,0.00,1.00,8163273.20,0.00,1.13,86.75,6312.41,101.00,571.00
2866,B48C4AEE,0.00,258,39399.00,195.00,53.00,62.00,478.00,0.00,0.00,0.00,5.00,0.00,0.00,4.00,33.00,0.00,1.00,50.00,9.00,922843.25,2.00,0.00,14.00,164.00,21611049.00,0.00,0.00,0.00,234013172.00,4.00,1.00,2138749.56,0.00,0.00,71.39,14422.80,101.00,506.00
2867,B48DE8DB,0.00,155,79665.00,375.00,1.00,371.00,2612.00,0.00,0.00,0.00,16.00,0.00,29.50,59.00,144.00,0.00,1.00,50.00,9.00,131848.03,1.00,0.00,50.00,302.00,147040558.00,0.00,0.00,0.00,1305834563.00,236.00,1.00,27873428.19,0.00,0.00,42.87,9091.24,101.00,510.00
2868,B4A0B8F3,1.00,18,1952.00,12.00,0.00,11.00,7.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,8.00,2840911.96,2.00,0.00,9.00,10.00,104687995.00,0.00,1306.00,0.00,187183450.00,0.00,0.00,40.33,0.00,0.33,1507.54,245222.85,101.00,560.00
2869,B4A8C968,1.00,18,412.00,12.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,50.00,7.00,1119288.52,1.00,0.00,2.00,13.00,0.00,0.00,0.00,0.00,554233.00,0.00,1.00,41996.83,0.00,0.00,5770.14,197950.00,101.00,506.00
2870,B4BA33FA,0.00,109,104629.00,544.00,1.00,373.00,1231.00,0.00,0.00,0.00,39.00,0.00,0.00,3.00,109.00,0.00,1.00,50.00,5.00,82727.78,2.00,0.00,34.00,414.00,28104610.00,0.00,0.00,0.00,934619066.00,0.00,1.00,2424307.49,0.00,0.00,33.14,6371.61,101.00,560.00
2871,B4E55826,0.00,35,137762.00,434.00,182.00,230.00,3320.00,0.00,0.00,135.00,8.00,0.00,0.00,15.00,105.00,0.00,1.00,50.00,3.00,411606.92,2.00,0.00,214.00,353.00,11384057.00,0.00,2015.00,0.00,10909379.00,0.00,1.00,134846.75,0.00,0.31,23.46,7423.06,101.00,567.00
2872,B4EF24D2,0.00,102,28815.00,189.00,61.00,112.00,1690.00,77.00,1.14,0.00,6.00,0.00,5.19,8.00,357.00,0.00,1.00,50.00,8.00,75538.11,1.00,0.00,112.00,150.00,10469840.00,3782.00,0.00,163518.00,23992391.00,90.00,1.00,1640219.23,0.41,0.00,22.09,3354.42,101.00,510.00
2873,B519ECCC,0.00,275+,16326.00,62.00,20.00,58.00,504.00,0.00,0.00,0.00,7.00,0.00,0.00,5.00,4.00,0.00,1.00,50.00,6.00,1055134.75,2.00,0.00,12.00,54.00,26124945.00,0.00,0.00,0.00,239110892.00,53.00,1.00,6474980.34,0.00,0.00,149.89,39396.79,101.00,510.00
2874,B5350FEC,1.00,17,3476.00,64.00,0.00,17.00,147.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,5.00,1027647.46,2.00,0.00,9.00,62.00,88061748.00,0.00,0.00,0.00,8754670.00,8.00,1.00,54233.41,0.00,0.00,969.83,52672.01,101.00,510.00
2875,B557A0EC,1.00,24,25040.00,56.00,38.00,13.00,307.00,7.00,2.50,0.00,0.00,0.00,0.00,3.00,15.00,0.00,1.00,50.00,8.00,775387.19,2.00,0.00,8.00,49.00,6316029.00,415.00,0.00,145732.00,15943987.00,0.00,1.00,262852.00,0.12,0.00,118.66,53055.80,101.00,560.00
2876,B5958982,0.00,217,18780.00,125.00,9.00,44.00,879.00,18.00,2.60,0.00,2.00,0.00,5.11,0.00,90.00,0.00,7.00,50.00,1.00,345075.47,1.00,0.00,28.00,111.00,40917924.00,8261.00,0.00,150252.00,442096223.00,0.00,1.00,6151869.33,0.14,0.00,164.84,24750.24,101.00,557.00
2877,B5AE52EF,1.00,20,353943.00,306.00,2.00,209.00,2096.00,0.00,0.00,0.00,24.00,0.00,7.25,1.00,373.00,0.00,35.00,50.00,6.00,29357.44,1.00,0.00,81.00,279.00,288609846.00,0.00,0.00,0.00,1568856098.00,79.00,1.00,17236568.40,0.00,0.00,9.30,10255.17,101.00,574.00
2878,B5B2A1D4,1.00,20,186.00,1.00,0.00,1.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,50.00,50.00,1.00,323.09,2.00,0.00,1.00,2.00,10937402.00,0.00,0.00,0.00,14567859.00,0.00,0.00,3166479.00,0.00,0.00,13.96,-0.00,152.00,574.00
2879,B5B2DDFD,0.00,273+,30340.00,279.00,0.00,128.00,1031.00,38.00,1.00,0.00,10.00,0.00,0.00,0.00,12.00,0.00,1.00,50.00,2.00,242154.57,2.00,0.00,51.00,246.00,98304269.00,5432.00,0.00,150485.00,366798510.00,80.00,1.00,469940.46,0.14,0.00,108.59,11808.08,101.00,510.00
2880,B5BCBBED,0.00,275+,21816.00,143.00,1.00,63.00,372.00,0.00,0.00,0.00,9.00,0.00,4.40,3.00,25.00,0.00,50.00,50.00,6.00,661105.92,1.00,0.00,9.00,132.00,60409706.00,0.00,0.00,0.00,15225470.00,0.00,1.00,430210.07,0.00,0.00,142.37,21662.12,101.00,560.00
2881,B5EA7425,1.00,20,113950.00,762.00,67.00,351.00,3253.00,0.00,0.00,125.00,13.00,0.00,0.00,20.00,145.00,0.00,1.00,50.00,8.00,284489.28,1.00,0.00,192.00,699.00,78879625.00,0.00,2008.00,0.00,734774440.00,137.00,1.00,2185028.30,0.00,0.16,29.32,4378.30,101.00,510.00
2882,B5EDA140,1.00,17,41970.00,178.00,60.00,125.00,790.00,22.00,1.75,24.00,8.00,0.00,0.00,21.00,73.00,0.00,1.00,50.00,6.00,71656.46,1.00,0.00,96.00,119.00,12628921.00,1246.00,1561.00,146062.00,16554321.00,0.00,0.00,431970.51,0.12,0.13,20.40,4806.91,101.00,506.00
2883,B60BFA24,0.00,276+,4636.00,38.00,0.00,25.00,111.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,14.00,0.00,50.00,50.00,7.00,1284709.86,1.00,0.00,14.00,32.00,43106139.00,0.00,0.00,0.00,37378074.00,0.00,1.00,944727.97,0.00,0.00,669.50,81676.45,101.00,506.00
2884,B6121F8E,0.00,120,60138.00,451.00,11.00,290.00,1481.00,35.00,1.50,52.00,43.00,0.00,54.40,36.00,54.00,0.00,45.00,50.00,9.00,315437.17,1.00,0.00,558.00,350.00,41596616.00,2401.00,2987.00,147076.00,17084732.00,0.00,1.00,570037.02,0.08,0.12,53.18,7088.91,101.00,560.00
2885,B612E9C4,1.00,21,44358.00,154.00,60.00,31.00,1703.00,14.00,0.08,0.00,0.00,0.00,0.00,7.00,60.00,0.00,1.00,50.00,1.00,885613.73,1.00,0.00,30.00,144.00,10437421.00,234.00,0.00,130000.00,6347471.00,116.00,1.00,330180.68,0.09,0.00,72.51,20849.69,101.00,510.00
2886,B62F8C47,0.00,273+,89725.00,314.00,37.00,132.00,1708.00,0.00,0.00,84.00,27.00,0.00,62.33,20.00,83.00,0.00,1.00,50.00,6.00,96855.75,2.00,0.00,194.00,275.00,65655155.00,0.00,2956.00,0.00,73645275.00,204.00,1.00,708099.54,0.00,0.27,37.76,10775.01,101.00,571.00
2887,B636AEF0,0.00,46,1521.00,32.00,1.00,2.00,64.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,0.00,39.00,50.00,6.00,149116.92,2.00,0.00,6.00,30.00,4406256.00,3718.00,0.00,130000.00,13215959.00,0.00,1.00,158171.41,0.09,0.00,447.67,21274.61,152.00,522.00
2888,B66601FE,0.00,247,15530.00,18.00,45.00,0.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.00,0.00,1.00,50.00,3.00,183905.34,1.00,0.00,3.00,19.00,0.00,0.00,0.00,0.00,806591.00,7.00,1.00,16199.50,0.00,0.00,22.06,16666.25,101.00,506.00
2889,B6707AEE,0.00,270+,31076.00,72.00,1.00,68.00,742.00,0.00,0.00,0.00,5.00,0.00,123.00,17.00,56.00,0.00,1.00,50.00,8.00,860718.33,1.00,0.00,13.00,66.00,29899379.00,0.00,0.00,0.00,73649363.00,0.00,1.00,5285423.21,0.00,0.00,111.37,47929.01,101.00,553.00
2890,B6AC3D1D,0.00,146,43343.00,484.00,33.00,319.00,655.00,237.00,0.85,153.00,22.00,0.00,0.00,22.00,15.00,0.00,1.00,50.00,6.00,502485.94,2.00,0.00,455.00,412.00,40738197.00,19831.00,899.00,159431.00,39168328.00,0.00,1.00,115748.72,0.49,0.32,78.19,7002.36,101.00,560.00
2891,B6BE8CFD,0.00,273+,5317.00,46.00,1.00,20.00,111.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,8.00,0.00,20.00,50.00,6.00,1441403.25,2.00,0.00,9.00,40.00,17678739.00,0.00,0.00,0.00,3878305.00,2.00,1.00,274268.28,0.00,0.00,651.08,75248.40,101.00,560.00
2892,B6C168F4,1.00,21,4648.00,12.00,3.00,4.00,251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,27.00,50.00,1.00,37328.46,2.00,0.00,6.00,11.00,6654445.00,0.00,0.00,0.00,16792594.00,0.00,1.00,11689806.58,0.00,0.00,42.36,15643.63,101.00,522.00
2893,B6E412A1,0.00,70,42910.00,405.00,0.00,214.00,980.00,30.00,0.88,54.00,24.00,0.00,0.00,2.00,16.00,0.00,46.00,50.00,2.00,263656.00,1.00,0.00,111.00,337.00,170031713.00,2313.00,6126.00,151613.00,606276647.00,0.00,1.00,836712.36,0.07,0.13,78.80,8344.03,101.00,571.00
2894,B6EB02FB,0.00,273+,40979.00,202.00,18.00,220.00,411.00,0.00,0.00,0.00,11.00,0.00,0.00,13.00,21.00,0.00,1.00,50.00,3.00,424425.90,2.00,0.00,30.00,173.00,78620312.00,0.00,0.00,0.00,152374882.00,0.00,1.00,2979716.90,0.00,0.00,82.29,16694.04,101.00,560.00
2895,B709680C,1.00,18,2903.00,19.00,0.00,5.00,242.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,50.00,50.00,1.00,2070727.41,2.00,0.00,3.00,15.00,11805036.00,0.00,0.00,0.00,31910380.00,0.00,0.00,4031087.58,0.00,0.00,1093.60,167011.82,101.00,557.00
2896,B71C7C99,0.00,273+,42741.00,374.00,0.00,281.00,1476.00,82.00,1.73,16.00,11.00,0.00,36.67,29.00,52.00,0.00,45.00,50.00,1.00,130638.87,1.00,0.00,208.00,313.00,94561917.00,6550.00,1551.00,167479.00,875045362.00,214.00,1.00,7995463.32,0.22,0.04,80.89,9129.53,101.00,510.00
2897,B741FFF0,0.00,44,27744.00,81.00,56.00,44.00,438.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,10.00,0.00,1.00,50.00,3.00,529267.03,1.00,0.00,7.00,70.00,48568965.00,0.00,0.00,0.00,6172835.00,0.00,1.00,117914.43,0.00,0.00,118.49,40577.64,101.00,506.00
2898,B745EDFC,1.00,23,155656.00,785.00,153.00,670.00,3619.00,24.00,0.50,94.00,30.00,0.00,51.75,110.00,157.00,0.00,1.00,50.00,2.00,138284.14,2.00,0.00,275.00,603.00,26778003.00,1096.00,3347.00,142768.00,62584052.00,0.00,1.00,743032.48,0.03,0.12,21.21,4167.21,101.00,567.00
2899,B76546FE,0.00,274+,23836.00,297.00,14.00,117.00,480.00,123.00,0.89,1.00,13.00,0.00,20.25,7.00,20.00,0.00,1.00,50.00,5.00,250232.52,2.00,0.00,128.00,247.00,146876881.00,11423.00,2505.00,159030.00,383397612.00,0.00,1.00,2346641.60,0.41,0.00,141.46,11341.65,101.00,560.00
2900,B798122C,0.00,272+,34268.00,220.00,0.00,162.00,708.00,4.00,3.00,6.00,28.00,0.00,0.00,6.00,21.00,0.00,50.00,50.00,6.00,326017.59,2.00,0.00,39.00,182.00,42293725.00,10913.00,938.00,139138.00,42676124.00,0.00,1.00,407282.98,0.02,0.03,98.54,15349.34,101.00,560.00
2901,B7ACDEFE,1.00,21,41218.00,176.00,28.00,142.00,681.00,3.00,0.50,0.00,2.00,0.00,0.00,18.00,46.00,0.00,33.00,50.00,7.00,706162.54,1.00,0.00,53.00,115.00,11196712.00,0.00,0.00,130000.00,142828573.00,0.00,1.00,5795651.62,0.02,0.00,82.10,19208.38,101.00,506.00
2902,B7B09854,0.00,192,56220.00,906.00,64.00,183.00,1839.00,539.00,1.42,0.00,5.00,0.00,0.00,0.00,148.00,0.00,1.00,50.00,8.00,241531.84,1.00,0.00,534.00,808.00,93093928.00,11852.00,0.00,174670.00,43315651.00,0.00,1.00,328041.97,0.59,0.00,60.48,3752.93,101.00,510.00
2903,B7CAC6EA,0.00,266+,93244.00,313.00,56.00,28.00,2459.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,43.00,0.00,1.00,50.00,9.00,247037.88,1.00,0.00,4.00,313.00,13349467.00,0.00,0.00,0.00,11796321.00,560.00,1.00,41862.56,0.00,0.00,36.36,10830.05,101.00,510.00
2904,B7D0C161,1.00,17,1382.00,16.00,0.00,8.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,3.00,760714.96,1.00,0.00,2.00,17.00,65406900.00,0.00,0.00,0.00,49552458.00,0.00,0.00,2871.62,0.00,0.00,1932.73,166927.57,101.00,506.00
2905,B7D568F4,1.00,21,396.00,4.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,45.00,1.00,299397.27,1.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,45024.00,0.00,0.00,823.00,0.00,0.00,1277.27,125796.85,152.00,522.00
2906,B7DC67FC,0.00,272+,109224.00,544.00,55.00,436.00,3250.00,73.00,1.81,0.00,42.00,0.00,47.20,46.00,166.00,0.00,1.00,50.00,7.00,101984.95,2.00,0.00,300.00,448.00,77739045.00,4878.00,0.00,153527.00,100249127.00,248.00,1.00,827648.77,0.13,0.00,31.39,6297.56,101.00,510.00
2907,B7FB2B00,0.00,266+,5158.00,74.00,11.00,20.00,222.00,3.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,5.00,311339.06,2.00,0.00,10.00,68.00,16070988.00,1337.00,0.00,138304.00,3220202.00,47.00,1.00,66164.30,0.04,0.00,643.04,44815.56,101.00,522.00
2908,B8001FFF,1.00,18,20716.00,11.00,46.00,8.00,211.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.00,0.00,1.00,50.00,5.00,144992.64,2.00,0.00,4.00,12.00,0.00,0.00,0.00,0.00,490263.00,0.00,1.00,24297.27,0.00,0.00,21.99,39677.95,101.00,560.00
2909,B830D7B7,0.00,130,39043.00,515.00,1.00,104.00,2817.00,24.00,0.33,0.00,16.00,0.00,0.00,1.00,405.00,0.00,47.00,50.00,6.00,569378.65,1.00,0.00,29.00,447.00,33423303.00,1417.00,0.00,139648.00,50993361.00,861.00,1.00,571936.14,0.05,0.00,86.61,6554.55,101.00,510.00
2910,B8315C85,1.00,21,1842.00,15.00,0.00,10.00,28.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,10.00,1563012.25,2.00,0.00,5.00,11.00,13485730.00,0.00,0.00,0.00,2064383.00,0.00,0.00,64640.73,0.00,0.00,1525.80,187160.02,101.00,560.00
2911,B831DCF5,0.00,49,13875.00,35.00,0.00,21.00,176.00,5.00,0.67,0.00,0.00,0.00,0.00,0.00,5.00,0.00,47.00,50.00,8.00,1202050.68,1.00,0.00,72.00,31.00,38583170.00,4791.00,0.00,138724.00,12964251.00,0.00,1.00,109578.06,0.14,0.00,237.60,94101.82,101.00,506.00
2912,B8546AF1,0.00,32,16360.00,125.00,0.00,79.00,121.00,8.00,0.60,4.00,9.00,0.00,0.00,0.00,3.00,0.00,50.00,50.00,9.00,2146072.66,2.00,0.00,27.00,109.00,67468505.00,6383.00,5449.00,141223.00,29953853.00,0.00,1.00,483486.30,0.06,0.03,205.99,26942.04,101.00,560.00
2913,B85DC5EB,0.00,153,46106.00,549.00,0.00,185.00,1079.00,366.00,1.18,31.00,18.00,0.00,7.09,6.00,61.00,0.00,33.00,50.00,2.00,438211.30,2.00,0.00,404.00,458.00,136992417.00,27371.00,8591.00,166037.00,806949141.00,0.00,1.00,8561047.41,0.67,0.06,74.91,6118.86,101.00,531.00
2914,B888CCCC,0.00,273+,75167.00,489.00,2.00,354.00,870.00,0.00,0.00,38.00,31.00,0.00,17.11,2.00,57.00,0.00,13.00,50.00,2.00,111152.22,1.00,0.00,152.00,361.00,69468960.00,0.00,5358.00,0.00,171270477.00,0.00,1.00,763778.29,0.00,0.08,34.34,5277.90,101.00,560.00
2915,B8BFF172,1.00,16,10045.00,31.00,13.00,19.00,276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,45.00,50.00,10.00,101793.99,2.00,0.00,10.00,24.00,6168452.00,0.00,0.00,0.00,6624485.00,0.00,0.00,213273.71,0.00,0.00,33.51,10856.90,101.00,506.00
2916,B8CFD1C5,0.00,273+,46822.00,350.00,38.00,222.00,851.00,6.00,2.00,84.00,30.00,0.00,0.00,0.00,36.00,0.00,1.00,50.00,10.00,352930.24,1.00,0.00,277.00,281.00,73237604.00,1487.00,17761.00,141367.00,53576785.00,0.00,1.00,187625.96,0.02,0.24,71.52,9565.73,101.00,560.00
2917,B8E88EF4,0.00,57,49234.00,321.00,10.00,244.00,981.00,54.00,1.00,0.00,21.00,0.00,130.00,23.00,71.00,0.00,1.00,50.00,2.00,87438.50,2.00,0.00,51.00,266.00,58789531.00,28592.00,0.00,154453.00,264783477.00,5.00,1.00,3613192.38,0.17,0.00,68.37,10379.95,101.00,560.00
2918,B8E902FB,1.00,16,66954.00,412.00,0.00,301.00,1996.00,39.00,0.62,53.00,36.00,0.00,6.79,5.00,120.00,0.00,4.00,50.00,10.00,84933.19,1.00,0.00,269.00,289.00,103963142.00,20074.00,8197.00,151123.00,1009467247.00,30.00,1.00,4535049.22,0.09,0.13,51.56,8366.41,101.00,557.00
2919,B8FDD6EE,0.00,273+,19338.00,436.00,0.00,142.00,1163.00,0.00,0.00,216.00,0.00,0.00,21.50,3.00,19.00,0.00,35.00,50.00,5.00,145409.15,1.00,9.00,264.00,410.00,76516353.00,0.00,1604.00,0.00,234439202.00,84.00,1.00,1712826.64,0.00,0.50,174.06,7692.02,101.00,571.00
2920,B91BF001,0.00,273+,79285.00,325.00,65.00,227.00,2018.00,19.00,0.27,54.00,22.00,0.00,0.00,7.00,81.00,0.00,1.00,50.00,8.00,334885.40,2.00,0.00,126.00,264.00,18695819.00,781.00,3351.00,142168.00,104523104.00,107.00,1.00,507142.76,0.06,0.17,42.69,10408.92,101.00,510.00
2921,B91EAAEA,0.00,178,84601.00,893.00,1.00,505.00,1528.00,135.00,1.11,103.00,72.00,0.00,0.00,7.00,30.00,0.00,1.00,50.00,7.00,90232.07,1.00,0.00,305.00,748.00,110592569.00,23743.00,2054.00,155909.00,75155796.00,0.00,1.00,264129.52,0.15,0.12,40.95,3878.33,101.00,560.00
2922,B91FB73C,0.00,81,90272.00,590.00,47.00,341.00,3686.00,29.00,1.42,0.00,50.00,0.00,144.00,13.00,637.00,0.00,15.00,50.00,5.00,148614.73,1.00,0.00,88.00,501.00,195645257.00,2870.00,0.00,147820.00,884838419.00,10.00,1.00,10717324.35,0.05,0.00,37.61,5746.37,101.00,510.00
2923,B93637F3,0.00,251+,18552.00,193.00,7.00,100.00,813.00,18.00,0.50,62.00,11.00,0.00,0.00,3.00,68.00,0.00,1.00,50.00,5.00,1456418.74,2.00,0.00,120.00,156.00,27280096.00,3074.00,1011.00,139330.00,20289092.00,8.00,1.00,653672.48,0.09,0.32,180.35,17333.77,101.00,510.00
2924,B939B891,0.00,104,23421.00,96.00,19.00,33.00,232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,50.00,8.00,583187.82,2.00,0.00,14.00,70.00,2961700.00,0.00,0.00,0.00,905484.00,0.00,1.00,7379.94,0.00,0.00,144.12,35113.59,101.00,567.00
2925,B9480127,0.00,201,18327.00,133.00,0.00,150.00,367.00,20.00,1.86,22.00,18.00,0.00,0.00,4.00,7.00,0.00,47.00,50.00,7.00,534534.47,1.00,0.00,49.00,106.00,23246008.00,7377.00,2461.00,147852.00,19345652.00,0.00,1.00,494844.40,0.15,0.17,176.35,24040.09,101.00,560.00
2926,B9487AEC,0.00,273+,64476.00,604.00,5.00,174.00,1972.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,58.00,0.00,34.00,50.00,1.00,85262.01,2.00,0.00,18.00,474.00,73477592.00,0.00,0.00,0.00,159123383.00,33.00,1.00,2428256.33,0.00,0.00,53.62,5691.34,101.00,557.00
2927,B95882A7,1.00,18,1767.00,19.00,1.00,11.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,50.00,50.00,8.00,180161.34,1.00,0.00,3.00,15.00,8440276.00,0.00,0.00,0.00,20920321.00,0.00,0.00,952996.05,0.00,0.00,591.94,54947.70,101.00,510.00
2928,B95CA5EA,0.00,273+,107763.00,1223.00,2.00,575.00,2695.00,88.00,0.66,0.00,154.00,0.00,0.00,178.00,93.00,0.00,50.00,50.00,6.00,343873.59,1.00,0.00,144.00,970.00,68561753.00,12963.00,0.00,143047.00,138678783.00,0.00,1.00,587039.80,0.07,0.00,31.79,2800.79,101.00,571.00
2929,B9939EFC,1.00,21,20559.00,151.00,0.00,92.00,571.00,9.00,0.80,0.00,2.00,0.00,0.00,0.00,39.00,0.00,1.00,50.00,2.00,189586.64,1.00,0.00,51.00,128.00,23174154.00,2276.00,0.00,138304.00,235148899.00,0.00,1.00,1756745.34,0.06,0.00,139.73,18947.11,101.00,522.00
2930,B9BD0CF7,0.00,273+,2158.00,80.00,0.00,0.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,45.00,50.00,8.00,175124.80,2.00,0.00,1.00,81.00,941875.00,0.00,0.00,0.00,493776.00,0.00,1.00,3993.51,0.00,0.00,1559.40,42063.57,101.00,522.00
2931,B9C552EF,0.00,160,2067.00,11.00,0.00,8.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,3.00,1193003.60,2.00,0.00,3.00,8.00,88257310.00,0.00,0.00,0.00,2795175.00,0.00,0.00,45179.64,0.00,0.00,1541.78,289026.98,101.00,531.00
2932,B9C56E24,0.00,273+,46783.00,216.00,0.00,203.00,1013.00,0.00,0.00,62.00,31.00,0.00,7.52,3.00,183.00,0.00,50.00,50.00,2.00,81052.47,2.00,0.00,154.00,170.00,387015057.00,0.00,11803.00,0.00,693302037.00,41.00,1.00,7739359.14,0.00,0.29,72.30,15556.74,101.00,560.00
2933,B9CD27EF,1.00,19,21140.00,98.00,3.00,81.00,490.00,0.00,0.00,0.00,2.00,0.00,0.00,26.00,11.00,1.00,6.00,50.00,2.00,333629.15,2.00,0.00,33.00,78.00,26011889.00,0.00,0.00,0.00,45687064.00,23.00,1.00,7568102.47,0.00,0.00,126.38,27251.83,101.00,523.00
2934,B9EC9C94,0.00,23,86212.00,363.00,2.00,376.00,2989.00,0.00,0.00,0.00,19.00,0.00,200.00,8.00,290.00,0.00,1.00,50.00,8.00,776594.13,2.00,0.00,169.00,307.00,23267577.00,0.00,0.00,0.00,103015262.00,0.00,1.00,2648330.02,0.00,0.00,40.28,9558.59,101.00,567.00
2935,B9EED8F2,0.00,272+,40120.00,161.00,61.00,67.00,429.00,0.00,0.00,0.00,9.00,0.00,0.00,102.00,11.00,0.00,1.00,50.00,9.00,213400.86,1.00,0.00,25.00,130.00,19422550.00,0.00,0.00,0.00,54098159.00,0.00,1.00,350871.89,0.00,0.00,41.05,10193.75,101.00,506.00
